Proposta,Eixo
Elaboraçao do Pano Municipal de Segurança Publica;,Segurança
Criar o Estacionamento Rotativo na a rea do centro comercial da cidade e a rea adjacente;,Segurança
Promover a central de monitoramento remoto para maior rapidez e eficacia das açoes atraves de alta,Segurança
"tecnologia: camaras, drones, radios comunicadores, mapas estrate gicos de posicionamento de patrulhas",Segurança
em todo o territorio;,Segurança
"Ampliar o sistema municipal de vídeo monitoramento, integrando sistemas ja  existentes pu blicos e",Segurança
"privados, ampliando para as areas definidas em comum acordo com os conselhos de segurança municipal",Segurança
priorizando os pontos de maior insegurança nos bairros;,Segurança
Instituir o Projeto Luzilandia Segura;,Segurança
"Treinamento, aperfeiçoamento e padronizaçao das aço es da Guarda Civil de Luzilandia, a fim de auxiliar a",Segurança
Polícia Militar do Piauí  ao combate a  criminalidade na cidade de Luzila ndia;,Segurança
"Implantaça o do Projeto Guarda Armada, apos uma minuciosa preparaçao e seleça o por meio de Teste",Segurança
"Psicologico em açao conjunta com a Policia Militar do Piauí , Polícia Federal e demais Forças de Segurança.",Segurança
Criação do centro de monitoramento com implantação de câmeras nas principais ruas e avenidas da cidade;,Segurança
Ampliar os serviços de segurança com rondas na zona urbana e rural do município;,Segurança
Criar o plano municipal de segurança pública;,Segurança
Realizar monitoramento e manutenção de Infraestruturas Públicas;,Segurança
"Implementar programa de monitoramento contínuo das infraestruturas públicas,  utilizando  tecnologias  de  vigilância  e  inspeções  regulares  para  prevenir vandalismos e danos;",Segurança
Criar Plano de Segurança para Patrimônio Histórico e Cultural:,Segurança
"Desenvolver plano de segurança específico para proteger o patrimônio histórico e cultural do município, incluindo treinamento da Guarda Municipal em técnicas de preservação  e resposta rápida a incidentes;",Segurança
Promover Integração do Trânsito à Secretaria de Segurança Pública:,Segurança
"Transformar  a  Secretaria  Municipal  de  Segurança  Pública  em  “Secretaria Municipal  de  Segurança  Pública  e  Mobilidade”,  integrando  as  funções  de trânsito, visando melhorar a mobilidade urbana e reduzir acidentes;",Segurança
Potencializar campanhas educativas no Trânsito visando melhorar a mobilidade urbana e reduzir acidentes;,Segurança
"Investir  na  compra  de  EPIs  modernos  para  toda  a  corporação  da  guarda municipal, garantindo a segurança  durante as operações;",Segurança
Ampliar Sistema de Vídeo e Monitoramento;,Segurança
Implementar um programa de policiamento comunitário;,Segurança
Estabelecer  um  Centro  Integrado  de  Comando  e  Controle  -  CICC  para coordenar as ações de segurança;,Segurança
"Desenvolver  projetos  sociais  em  áreas  de  alta  vulnerabilidade,  oferecendo atividades  culturais,  esportivas  e  educativas  para  jovens,  visando  afastá-los  da criminalidade;",Segurança
"Apoiar as ações de fiscalização e combate a crimes ambientais, promovendo a proteção das áreas verdes e de preservação do município;",Segurança
"Implementar operações especificas contra o tráfico de drogas, com patrulhamento  intensivo  em  áreas  de  risco  em  parceria  com  forças  estaduais  e federais para desarticular redes criminosas;",Segurança
"Desenvolver  programa  abrangente  de  prevenção  à  criminalidade,  incluindo ações educativas para jovens;",Segurança
"Promover  cursos  de  capacitação    e  aperfeiçoamento  sobre  técnicas  de atendimento  aos  diferentes  locais  de  crime,  tendo  como  destaque  locais  públicos  e repartições públicas;",Segurança
Dar subsídio à Polícia Militar de acordo com a demanda;,Segurança
"Revitalizar  convênio  com  o  Pronasci  (Programa  Nacional  de  Segurança  Pública), do  Ministério  da  Justiça  e  Segurança  Pública,  visando  implantar  projetos  que articulem políticas de segurança a ações sociais preventivas e direcionadas prioritariamente às causas da violência;",Segurança
"Criar projetos em parcerias com a Polícia Militar, Polícia Civil, Ministério Público, Conselho Tutelar, Assistência Social, Saúde, Educação, etc., visando o cumprimento  do  Estatuto  da  Criança  e  Adolescente  na  proibição  de  venda  de bebidas alcoólicas, armas e outros produtos para menores de 18 anos;",Segurança
"Criar  o  programa  Vizinhança  Solidária,  com  o  objetivo  de  prevenir  os  atos  de desrespeito à convivência, procurando agir coletivamente nas comunidades.",Segurança
"Criação de rede de apoio para os dependentes químicos, em parceria com estados e entidades do Terceiro Setor, como instrumento de auxílio para  as  famílias  que  hoje  não  têm  informações  sobre  onde  nem  como obter ajuda. Essa rede viabilizará a execução de um programa de oferta de  local  de  tratamento  de  dependentes  de  drogas,  com  serviços  de referência aos usuários.",Segurança
"Instituição  de  política  de  incentivo  e  apoio  para  oferta  de  atenção psicossocial  aos  usuários  de  álcool  e  drogas,  permitindo  ações  de promoção e prevenção, de assistência, e de inserção social para dependentes químicos e seus familiares.",Segurança
"Desenvolvimento  de  um  programa  municipal  de  prevenção  ao  uso abusivo  de  álcool  e  outras  drogas,  em  parceria  com  estados,  união  e entidades do Terceiro Setor, priorizando os jovens, com ações nas áreas de cultura, lazer e esportes.",Segurança
"Identificação  dos  pontos  mais  vulneráveis  de  uso  de  drogas  no Município,  garantindo  apoio  para  transformar  esses  pontos  em  áreas livres de drogas.",Segurança
Apoio  a  projetos  de  educação  e  formação  profissional  em  tempo integral nas áreas de maior vulnerabilidade em relação à segurança.,Segurança
Apoio total a Polícia Militar através de parceria entre estado e município.,Segurança
"Implantação, em parceria com Estados de programas de prevenção a acidentes de trânsito.",Segurança
"Garantir  a  permanência  da  Segurança  Pública  para  todos  os  cidadãos  e  cidadãs  s,  e igualmente  a  todos  os  que  adentrarem  no  Município  de  São  Julião  e  em  suas  respectivas Adjacências;",Segurança
Zelar pela permanência da Ordem Social em todos os Segmentos Públicos e Privados;,Segurança
"Manter  comunicação  constante  com  os  profissionais  que  atuam  na  Segurança  Pública, garantindo, através destes, a permanência da Ronda Policial e todo trabalho de Segurança para manter a paz social;",Segurança
Firmar parceria com órgãos do governo estadual para a seleção de agentes para formação de uma brigada ambiental.,Segurança
"Definir  como  responsabilidade  do  estado  a  segurança  e  manutenção  da ordem pública nos espaços, prédios e dos eventos que demandam à participação coletiva e condições de segurança.",Segurança
Traçar  parcerias  entre  a  brigada  ambiental  e  força  policial  estadual  para rondas ostensivas em locais  considerados críticos e/ou vulneráveis.,Segurança
"Garantir iluminação pública de qualidade em toda a cidade, para melhor atuação da polícia militar e mais conforto e segurança aos moradores;",Segurança
"Manutenção e ampliação de câmeras em torres de observação nas principais vias de acesso, que enviarão imagens de toda cidade em tempo real para uma central da Guarda Municipal;",Segurança
"Parceria com o Governo do Estado para controle e segurança no trânsito, por meio efetivo do uso de equipamentos de segurança;",Segurança
Aprimorar a interlocução junto aos órgãos de segurança pública com o intuito de promover a valoreização do Policial e dos demais agentes de segurança pública;,Segurança
Criar no calendário municipal o dia da homenagem ao agente de segurança pública que mais tiver se destacado no ano em nosso município;,Segurança
Incentivar a aproximação entre as comunidades e as políticas públicas de combate a violência e ao crime organizado.,Segurança
Implementar  a  Guarda  Municipal  para  serem  agentes  de  efetivação  dos direitos de cidadania e para protegerem o patrimônio público;,Segurança
Incentivar  o  fortalecimento  dos  laços  comunitários  e  de  vizinhança  para aumentar as redes informais de proteção social;,Segurança
"Fortalecer a Guarda Municipal e Defesa Civil os instrumentos principais da segurança  cidadã,  em  parceria  permanente  com  a  segurança  pública  do Estado do Piauí;",Segurança
"Fortalecer  as  políticas  públicas  de  prevenção  de  combate  ao  uso  de drogas  e  álcool  ,  furtos,  roubos,  focadas  no  indivíduo,  na  família,  na  escola  e na comunidade;",Segurança
Instituir  um  programa  compartilhado  entre  governo  e  sociedade  para manutenção do espaço e da ordem pública;,Segurança
"Instalação  de  câmeras  em  torres  de  observação  nas  principais  vias  de acesso, e prédios públicos que enviarão imagens de toda cidade em tempo real para uma central da Guarda Municipal",Segurança
"Criar através do projeto de lei da estrutura administrativa do município, o departamento de segurança municipal;",Segurança
Buscar parceria junto aos empresários e comerciantes locais para garantir a melhoria da segurança nos estabelecimentos comerciais;,Segurança
Construir predio do GPM e casa de apio para os policiais quando em trabalho no municipio;,Segurança
Assegurar a lotação e permanência do efetivo policial no município através de projeto de lei autorizando convênio com a SSPPI;,Segurança
Garantir iluminação pública de qualidade em toda a cidade para uma melhor atuação da polícia militar e um maior conforto e segurança dos moradores; ,Segurança
Instalação de câmeras em torres de observação nas principais vias de acesso que enviarão imagens de toda cidade em tempo real para a Policia Militar; ,Segurança
Implementar convênio com o Estado para o aumento de efetivo da Polícia Militar com o reestudo do convênio de segurança e trânsito;AGRICULTURA ,Segurança
Implantar Programa Municipal de Melhoramento Genético com o objetivo de auxiliar os produtores de leite de gado de corte e aumentar a produtividade e a renda; ,Segurança
Implantar o Programa Propriedade Sustentável com foco na sustentabilidade financeira da propriedade com acompanhamento técnico de gestão e ferramentas presenciais e on-line disponibilizadas pelo site do município; ,Segurança
Implantar programas de educação e capacitação para o fortalecimento dos agricultores transformando-os em empreendedores do agronegócio com efetivos resultados financeiros; ,Segurança
Estabelecer parceria com o Sindicato Rural e juntos planejarmos a “festa do Agricultot” com estrutura promovendo um evento de qualidade e excelência. ,Segurança
Incentivar pesquisas de viabilidade para inserção de novas lavouras para aproveitamento no período de ociosidade do solo; ,Segurança
Melhorar a assistência técnica rural com a disponibilização de servidores municipais da área para assessorar os pequenos produtores locais; ,Segurança
Cumprimento da Legislação que trata da obrigatoriedade por parte dos municípios de aquisição de gêneros da merenda escolar de produtores locais; ,Segurança
Preservar o centro de abastecimento (Mercado Municipal) garantindo higiene e qualidade nos produtos oferecidos aos consumidores bem como condições de armazenamento e comercialização para os agricultores familiares. ,Segurança
Projeto Cidade Guardiã Aprimorar e ampliar o monitoramento por câmeras de alta resolução e visualização noturna com monitores instalados no centro de inteligência local da Polícia Civil e Militar ,Segurança
Criação da Guarda Municipal Cidadã. ,Segurança
Pelotão Mirim  apoio e incentivo ao projeto social visando práticas e noções educativas  de disciplina segurança combate a violência e criminalidade. ,Segurança
Promover programas para fortalecer a segurança do município em parcerias com órgãos de segurança. ,Segurança
Elaborar o Plano Municipal de Segurança Pública ,Segurança
Implantar sistema de vide monitoramento nas entradas e saídas da cidade bem como em ruas e avenidas do município em parcerias órgãos de segurança; ,Segurança
Ampliar por meio de parceria com órgãos de segurança o efetivo de policiais no município; ,Segurança
Implantar o Pelotão Mirim em parceria com a Polícia Militar; ,Segurança
Implantar programa de palestras nas escolas com temas abordados pelos órgãos de segurança como o enfrentamento ao uso de drogas;● Programa Segurança Participativa: abrir o diálogo com a sociedade em busca de promover políticas públicas de segurança. ,Segurança
Reforço da guarda municipal com treinamentos específicos e equipamentos modernosvisando a prevenção e o combate à criminalidade.,Segurança
Criação de um centro de monitoramento integrado com câmeras de segurança em pontos estratégicos da cidade aumentando a sensação de segurança dos cidadãos. ,Segurança
Ampliar a parceria com a Secretaria de Segurança Pública do Estado do Piauí;  ,Segurança
Firmar parceria com o Governo do Estado no Combate à criminalidade e tráfico de drogas no município; ,Segurança
Atuar em parceria com o Conselho Tutelar resguardando as competências legais do órgão; ,Segurança
Aumentar o efetivo policial. ,Segurança
Criação da Guarda Municipal,Segurança
Criação dos Programas Bombeiros Mirim,Segurança
Implantação de vídeo Monitoramento,Segurança
Criar para todos os carros e motos a placa de curralinhos para identificação paralela ao Detran,Segurança
Garantir iluminação pública de qualidade em toda a cidade para uma melhor atuação da polícia militar e um maior conforto e segurança dos moradores;,Segurança
Organização e regularização do transito municipal prevendo inclusive a criação de cargos e contratação de guarda municipal para isso deverá ser enviado proposta de lei ao legislativo;,Segurança
Criação do Posto Policial no Bairro Novo Horizonte;,Segurança
Instalçao de câmeras de segurança em pontos estratégios como centro comercial vias de acesso a cidade locais de maior circulação em parcerias com policias civil e militar; ,Segurança
A segurança Pública é um tema muito relevante e também é de total interesse por parte desse governo visto que a garantia de ir e vir com segurança é um direito fundamental previsto pela Constituição Federal de 1988.,Segurança
As propostas para avançar no desempenho da Segurança com mais eficiência no município de Barra D'Alcântara no ciclo de 2025 a 2028 são:,Segurança
Iniciar o processo de implantação da Guarda Municipal para trabalhar em conjunto com o Batalhão de Polícia Militar;,Segurança
Viabilizar em parceria com o Governo Estadual a instalação de câmeras de observação nas principais vias de acesso que enviarão imagens em tempo real para a Polícia Militar;,Segurança
Realizar a municipalização do trânsito.,Segurança
Garantir iluminação pública de qualidade em toda a cidade para uma melhor atuação da polícia militar e um maior conforto e segurança dos moradores; ,Segurança
Instalar câmeras de segurança que enviarão imagens de toda cidade em tempo real para policia militar; ,Segurança
Implementar convênio com o Estado para o aumento de efetivo da Policia  Militar através de  convênio com o Estado; ,Segurança
Aquisição de motos para vigilância da Polícia Militar; ,Segurança
Segurança nas escolas; ,Segurança
Vigilância 24 horas nos bairros; ,Segurança
Implantar um programa de policiamento para atuar na violência contra as mulheres;,Segurança
Dar subsídio à Polícia Militar de acordo com a demanda; ,Segurança
Criar projetos em parcerias com a Polícia Militar Polícia Civil Ministério Público Conselho Tutelar Assistência Social Saúde Educação etc. visando o cumprimento do Estatuto da Criança e Adolescente na proibição de venda de bebidas alcoólicas armas e outros produtos para menores de 18 anos; ,Segurança
Implantação do sistema de monitoramento eletrônico no municipio de Alegrete ,Segurança
Cumprir  o Estatuto da Criança e do Adolescente coibindo a de venda de bebidas alcoólicas e outros produtos para menores de 18 anos. ,Segurança
Fortalecer as ações de segurança realizadas em parceria com as demais instituições de segurança existentes no município ,Segurança
Segurança pública nas áreas urbanas e rural; ,Segurança
Implantação de câmeras de segurança em pontos estratégicos da cidade;,Segurança
Implantação de um sistema de monitoramento eletrônico no município;,Segurança
Projeto Cidade Guardiã Aprimorar e ampliar o monitoramento por câmeras de alta resolução e visualização noturna com monitores instalados no centro de inteligência local da Polícia Civil e Militar ,Segurança
Criação da Guarda Municipal Cidadã. ,Segurança
Pelotão Mirim  apoio e incentivo ao projeto social visando práticas e noções educativas  de disciplina segurança combate a violência e criminalidade. ,Segurança
Promover programas para fortalecer a segurança do município em parcerias com órgãos de segurança.,Segurança
Criação da Guarda Municipal; ,Segurança
Implantação de vigilância comunitária nas localidades mais populosas; ,Segurança
Apoio de intensificação juntos as polícias (civil e militar) para combate a furtos e roubo. ,Segurança
Algumas ideias para área de segurança; ,Segurança
Assegurar nas escolas municipais: Palestras sobre entorpecentes; ,Segurança
Fazer cumprir a Lei que proíbe venda de bebidas alcoólicas para menores de 18 anos; ,Segurança
Proibir entrada de menores de 18 anos em Casas de Shows;  ,Segurança
Criar Políticas Públicas na Área do Esporte para crianças e adolescentes; ,Segurança
Em parceira com o governo buscar recursos para a construção de um novo prédio de uma delegacia bem como cobrar o aparelhamento da Delegacia de Polícia Civil de Prata do Piauí; ,Segurança
Fazer parceria com o Conselho Tutelar para acompanhamento familiar de alguns jovens em situação de risco; ,Segurança
Criar um canal de ligação com a população para denunciar qualquer tipo de violência sendo doméstica como de outra natureza podendo ser através de um numero que mantenha sigilo do denunciante. ,Segurança
Policiamento ostensivo com canal de ligação direta 24horas. ,Segurança
Incentivar a recolocação de pelotão mirim visando a atenção básica à criança e ao adolescente. ,Segurança
Políticas de prevenção ao crime que tenham como público alvo principalmente as crianças e os adolescentes. Algumas destas ações podem ser: ,Segurança
Programas de educação nas escolas que trabalhem na elaboração de medidas que visem a redução das ações violentas; ,Segurança
Criação de programas de profissionalização e lazer com o objetivo de ocupar os jovens no período extraclasse evitando dessa forma o seu envolvimento com atividades ilícitas; ,Segurança
Programas direcionados aos menores infratores para diminuir a chance de eles cometerem um novo crime,Segurança
Ampliação e modernização da guarda municipal. ,Segurança
Defender a criação do Consórcio Intermunicipal de Segurança Pública. ,Segurança
Implantar o Conselho Municipal de Segurança Pública. ,Segurança
Instituir o Fundo Municipal de Segurança Pública. ,Segurança
Promover a transversalidade da política municipal de segurança pública junto às demais secretarias.• Providenciar a adesão do município ao Programa Nacional de Segurança Pública com Cidadania (PRONASCI) para que este esteja apto a captar recursos do governo federal.  ,Segurança
Providenciar o credenciamento do Município junto ao Sistema INFOSEG (sistema que reúne informações das justiças federal e estadual dos DETRANS etc). ,Segurança
Implantar a unidade de Defesa Civil e elaborar o Plano de Emergência do Município. ,Segurança
Instituir uma Brigada de Incêndio Municipal eficiente. ,Segurança
Implantar o Sistema de Vídeo Monitoramento por Câmeras no Município. ,Segurança
Articular através da mídia local uma campanha educativa para o trânsito. Formar (educação para o trânsito) uma turma de educadores da rede municipal de ensino de diferentes escolas. Os professores se tornarão multiplicadores do debate nas escolas trabalhando a transversalidade da temática com os estudantes utilizando as linguagens tecnológica e cênica. ,Segurança
Implantar projeto de sinalização de vias. ,Segurança
Buscar junto ao Governo do Estado o acesso à CNH Social. ,Segurança
Fazer um levantamento das vias onde seja necessário instalar redutores de velocidade (lombadas/tartarugas) para diminuir as possibilidades de acidentes. ,Segurança
Criar programa municipal que trata sobre a Violência Doméstica e de Gênero bem como sobre a Homofobia e racismo inibindo as causas socioculturais desse tipo deviolência e ao mesmo tempo proporcionando um espaço de atendimento (jurídico-psicossocial) para as vítimas como as casas de passagem. ,Segurança
Manter e ampliar as estruturas do Conselho Tutelar. ,Segurança
Fazer uma campanha de conscientização sobre a proibição da venda de bebidas alcoólicas para menores de 18 e intensificar a fiscalização nos estabelecimentos visando coibir esse ilícito. ,Segurança
Criar um Plano Integrado de Enfrentamento ao Crack e Drogas Afins que proponha: a integração articulação e ampliação das ações de saúde e assistência social; segurança pública; educação desporto cultura e direitos humanos; prevenção do uso tratamento e reinserção social de usuários de drogas contemplando a participação dos familiares e a atenção ao público vulnerável. ,Segurança
Instituir o Programa Municipal de Disseminação da Cultura de Paz na Escola. ,Segurança
Desenvolver no ambiente escolar ações de prevenção à violência e ao uso de drogas. ,Segurança
Promover palestras escolares envolvendo diretores professores pais alunos e Agentes de Segurança Pública para discutir os problemas enfrentados pela escola. ,Segurança
Realizar pesquisas para identificar situações de bullying nas escolas para que se possam direcionar as ações de forma mais intensiva naquelas com maior índice. ,Segurança
Promover Audiências Públicas para discutir e buscar soluções para a problemáticarelacionada à Segurança Pública. ,Segurança
Instituir o Olho da Comunidade – Cidadãos usando Whatsapp para denunciar atos suspeitos e/ou criminosos. ,Segurança
Viabilizar o projeto e canalizar verbas para construção de espaço adequado para o funcionamento da creche de tempo integral na sede do município.,Educação
Priorizar  investimentos  para  os  projetos  e  iniciativas  pedagógicas  das  instituições escolares.,Educação
"Regularizar  e  redefinir  a  avaliação  da  rede  pública  municipal  (Prova  SAREME2), considerando seus dados e resultados como parâmetros para a proposição de ações, formação  continuada  para  os  servidores,  docentes  e  gestores  e  articulação  de estratégias para aproximar as famílias das escolas.",Educação
"Definição da política municipal de educação para o alcance das metas no âmbito: da alfabetização das crianças até os sete (07) anos de idade, elevação dos índices de participação  e  da  média  nas  avaliações  externas  (SAEB3)  e  consequentemente melhorar o desempenho no IDEB4 e no IOEB5.",Educação
Definir  estratégias  para  eliminar  horários  ociosos  durante  o  período  de  atividades letivas.,Educação
Equipar as escolas e oferecer capacitação docente para os profissionais interagirem os processos tecnológicos a suas práticas docentes.,Educação
"Realizar  busca  ativa  nas  comunidades  para  melhorar  os  índices  de  matrículas  na rede municipal, mediante o compromisso por uma educação pública de qualidade.",Educação
"Atualizar  o  projeto  para  a  educação  especial  e  inclusiva,  instituindo  uma  política municipal centrada nas necessidades dos aprendizes.",Educação
Apoiar  a  qualificação  de  profissionais  docentes  do  quadro  efetivo  enquadrados  no atendimento de alunos neurodiversos.,Educação
"Discutir  a  aquisição  de  uma  plataforma  educacional  virtual  com  ferramentas  e ambientes de aprendizagem e interação acessíveis aos professores, alunos/famílias.",Educação
Reformar  as  Unidades  Escolares  com  estrutura  física  defasada  ou  ampliar  as Unidades  Escolares  que  atualmente  encontram-se  com  espaço  insuficiente  para atender os alunos matriculados;,Educação
Realizar concurso público para o preenchimento de vagas remanescentes no cargo efetivo de professor da rede pública de ensino;,Educação
"Promover uma educação inclusiva, com a adequação das instalações, contratação de profissionais de apoio, agenda de capacitação profissional, ensino de libras, ações de acolhimento  a  esses  alunos,  promoção  de  ações  voltadas  ao  convívio  social  na comunidade escolar e diálogo estreito com a família;",Educação
"Organizar eventos esportivos, educacionais e culturais nas escolas, como gincanas culturais, torneios esportivos interclasses e intercolegiais, semanas culturais, com apresentações artísticas, concursos educacionais de redação, português, matemática e demais matérias;",Educação
"Promover a constante avaliação da educação e dos profissionais da educação, com a valorização dos mais bem avaliados por meio de pagamento de 14º salário e apoio à especialização;",Educação
"Valorizar e premiar a excelência na educação, por meio de prêmios (como notebooks, bicicletas e outros) e apoio à família dos melhores alunos e vencedores de concursos e torneios desenvolvidos;",Educação
Promover o debate acerca da adoção do ensino em tempo integral na rede municipal de educação;,Educação
"Desenvolver  programas  de  ensino  técnico  e  profissionalizante  de  jovens,  voltado para  as  necessidades  modernas  de  emprego,  como  mídias  digitais,  áudio  e  vídeo, informática e outros.",Educação
Promoção de melhoria na estrutura física e nos equipamentos das escolas e creches;,Educação
"Garantia de transporte digno e eficiente aos estudantes que se deslocam dos povoados para a sede municipal, buscando a substituição da frota de ônibus escolares;",Educação
Realização de cursos de formação continuada para os professores;,Educação
Projetos de intensificação de melhoria da educação básica;,Educação
Implantação do Programa de Informática nas escolas;,Educação
Ampliar o número de vagas para educação infantil;,Educação
Reconstrução da Unidade Escolar Municipal “Severo Eulálio”;,Educação
Garantir a manutenção da qualidade da merenda escolar;,Educação
Ampliar a oferta de ensino em tempo integral;,Educação
Valorizar a carreira dos profissionais que integram o quadro de servidores da rede municipal de ensino;,Educação
Pagamento de 60% (sessenta porcento) dos recursos oriundos do precatório do FUNDEF aos professores da rede que fizerem jus;,Educação
"Garantir  vagas  para  todas  as  crianÁas  de  0  ao  5  ano  na  rede  municipal  de  ensino, promovendo o pleno atendimento dos educandos em creches e prÈ-escolas.",Educação
"Promover o aperfeiçoamento de todos os profissionais da rede municipal de ensino e adequar o plano de Cargos e Salários dos profissionais de educaçãoo, a fim de garantir a qualidade do ensino e melhoria da qualidade de vida da sociedade.",Educação
Ampliar e melhorar o transporte escolar para os alunos da rede municipal de ensino com o atendimento em todas as localidades da zona rural.,Educação
"Garantir a qualidade da merenda escolar, garantindo a compra de produtos  da agricultura familiar.",Educação
Garantir aos estudantes egressos do ensino mÈdio  o ingresso nos sistemas de cursos tÈcnico  e  superior  em  outros  municÌpios  com  o  suporte  atravÈs  do  transporte  escolar,Educação
"adequado, de aluguel em casas de apoio e ofertas de bolsas de estudos.",Educação
Garantir a distribuiçao de fardamento para todos os estudantes da rede municipal de ensino.,Educação
"Buscar parceria com o governo estadual e federal para ampliaçao da oferta de novos cursos  da  UAPI,  garantindo  a  oferta  do  ensino  tÈcnico  e  superior  a  todos  os  cidadoes  e  cidadoes franciscomacedense.",Educação
Implantar  escola  de  tempo  integral  para  toda  a  rede  Municipal  de  Ensino  para garantir a polÌtica nacional de educaçao.,Educação
Valorizar os profissionais da Educação;,Educação
"Implementar padrões básicos de infraestrutura física, material e de pessoal nas escolas públicas;",Educação
Fortalecer os programas de formação continuada de profissionais de educação e estabelecer bonificações por méritos e desempenho;,Educação
Implementar a escola de educação integral em tempo integral em100% das escolas e turmas;,Educação
"Ampliar e fortalecer o protagonismo juvenil, estimulando monitorias dos chamados agentes educacionais e articulando-os com os programas de pagamento de bolsas;",Educação
"Ampliar a quantidade de Centros de Interação Escola, Família e Comunidade;",Educação
Ampliar e Fortalecer  as ações Intersetoriais e parcerias com instituições públicas e privadas;,Educação
Criar o Centro de Formação para os profissionais da educação;,Educação
Implementar o Núcleo de atendimento especializado da pessoa com deficiência de Domingos Mourão;,Educação
Implementar reajustes superiores a inflação e de forma diferenciada para categoria do magistério;,Educação
Implantar esportes olímpicos nas escolas como o judô;,Educação
Entregar kit de irrigação para cada escola da rede municipal para que sejam ampliadas as ações e projetos de hortas na escola;,Educação
Perfurar poços tubulares nas escolas e implantar energia solar;,Educação
Implementar o preparatório municipal para o ENEM;,Educação
Ofertar aos estudantes universitários Casa de Apoio ao estudante nos municípios de Piripiri e Pedro II.,Educação
"Ampliar as turmas de Robótica, aulas de Informática, Educação Financeira, Empreendedorismo, através do Programa Avança Educação;",Educação
"Ampliar o acesso e valorizar o ensino profissionalizante, buscando incentivar a melhoria e expansão do ensino técnico e de serviços de assistência técnica e extensão rural;",Educação
"Promover a educação das relações étnico raciais, por meio da valorização da diversidade etnicorracional e cultural;",Educação
"Reconhecer a educação ambiental como processo continuado, permanente, formal e não formal, crítico, participativo e focado na formação de uma cidadania ativa em favor da sustentabilidade social.",Educação
"Promover políticas ativas de erradicação do analfabetismo entre as mulheres e os homens jovens, adultos e idosos.",Educação
"Implantar o Programa Alfabetiza Domingos Mourão tendo como meta a alfabetização de 100% das crianças e a redução do analfabetismo de jovens, adultos e idosos visando a elevação da escolaridade da população;",Educação
Ampliar as políticas de bonificações de alunos e respectivos professores com maior número de medalhas e certificados nas Olímpiadas externas.,Educação
Aquisição de mobiliários e equipamentos de informática;,Educação
Criar Centros Municipais de Educação Infantil – CMEIS com infraestrutura adequada ao atendimento das crianças da Educação Infanti em Tempo Integral (Creche e Pré – Escola);,Educação
Melhorar a Ampliar a Frota de Transporte Escolar garantindo conforto e segurança aos estudantes;,Educação
Melhorar a estrutura das Salas de Atendimento Educacional Especializado e ampliar a formação para Gestores e professores com foco na temática Educação Inclusiva;,Educação
Criar o Pré- Enem Municipal com preparação cognitiva e emocional com acompanhamento de Professores e Psicólogo.,Educação
Buscar junto ao Governo Estadual mais oferta de Cursos na Universidade Aberta;,Educação
Erradicar as turmas multisseriadas.,Educação
"Construir, Monitorar e Implementar o Novo Plano Municipal de Educação.",Educação
Adquirir uma caminhonete e uma moto para Secretaria de Educação;,Educação
Educacao,Educação
"Viabilizar  melhorias  nas  condições  de  funcionamento  das  escolas,  por  meio  de equipamentos, tecnologias avançadas e recursos pedagógicos;",Educação
"Fortalecer o programa de alfabetização na idade certa para reduzir a distorção idade-série, em parceria com o Estado;",Educação
Viabilizar facilidade para aquisição do auxílio financeiro para estudantes que trabalham e para aqueles em situação de vulnerabilidade;,Educação
Promover cursos de capacitação e aperfeiçoamento para os professores em educação especial;,Educação
Viabilizar e garantir uma melhor quantidade da merenda escolar;,Educação
Valorização da classe dos professores no cumprimento e no fortalecimento do Plano de Carreira dos Servidores em Educação;,Educação
"Revitalizar, Equipar, modernizar, informatizar e climatizar a Biblioteca Municipal;",Educação
Revitalizar os laboratórios de informática com internet em todas as escolas municipais para utilização dos alunos;,Educação
Promover a climatizar de todas as salas de aulas nas escolas municipais;,Educação
Promover a execução do Plano de Ação Articulada – PAR;,Educação
"Reformar, ampliar e equipar as escolas municipais;",Educação
"Viabilizar veículo para o transporte de professores, técnicos e servidores da secretaria municipal de educação;",Educação
Promover  a  Garantia  de  fardamento  para  todos  os  alunos  da  Creche  ao  Ensino fundamental da rede municipal;,Educação
"Viabilizar programa nas escolas voltado ao aprendizado para o ENEM esse programa seria em parceria com a SEDUC-PI, que ofertaria aulas online e cursos preparatórios para o ENEM, além de apoio por parte da prefeitura nos custeios dos alunos carentes que  tivessem  o  melhor  desempenho  até  o  primeiro  ano  do  ensino  médio,  de  forma aquele  aluno  ter  oportunidade  de  estudar  na  capital  durante  dois  anos,  o  segundo  e terceiro ano do ensino médio;",Educação
Implantar salas de reforços escolar para atender alunos com dificuldade na aprendizagem;,Educação
Viabilizar  formação  continuada  para  todos  os  professores  e  coordenadores  na  rede municipal de ensino;,Educação
Realizar concurso Público;,Educação
"Viabilizar  formação  e  aperfeiçoamento  para  motorista,  zeladores,  merendeiras  e serviços gerais;",Educação
Revitalizar as escolas TREZE DE MAIO,Educação
Promover Reforma da Escola ALIANÇA DO GURGUEIA em tele centros e viabilizar bibliotecas e laboratórios de informática para atender os Alunos Famílias da Comunidade;,Educação
"Repassar de forma exata ao INSS as contribuições dos servidores, a fim de evitar problemas e prejuízos no momento das aposentadorias.",Educação
"Garantir e manter a integralidade do calendário escolar, de acordo com a Lei de Diretrizes e Bases da Educação Nacional (LDB), e organizar currículos e projetos político-pedagógicos.",Educação
